[공통 DB 연결] process.env.DB_NAME: bettingDB
[누락리그] K리그1의 SportsDB 리그ID를 찾을 수 없음
[정규화] Gangwon FC vs Daegu FC | main: soccer | sub: KLEAGUE1
[정규화] Norway U19 vs Netherlands U19 | main: soccer | sub: KLEAGUE1
[정규화] Germany U19 vs England U19 | main: soccer | sub: KLEAGUE1
[정규화] JS Saoura vs Paradou AC | main: soccer | sub: KLEAGUE1
[정규화] NC Magra vs CS Constantine | main: soccer | sub: KLEAGUE1
[정규화] CR Belouizdad vs MC Oran | main: soccer | sub: KLEAGUE1
[정규화] El Bayadh vs Olympique Akbou | main: soccer | sub: KLEAGUE1
[정규화] Larne vs TNS | main: soccer | sub: KLEAGUE1
[정규화] ASO Chlef vs MC Alger | main: soccer | sub: KLEAGUE1
[정규화] Orsha vs Dynamo Brest | main: soccer | sub: KLEAGUE1
[정규화] Minnesota Twins vs Seattle Mariners | main: soccer | sub: JLEAGUE
[정규화] St. Louis Cardinals vs Chicago Cubs | main: soccer | sub: JLEAGUE
[정규화] San Francisco Giants vs Miami Marlins | main: soccer | sub: JLEAGUE
[정규화] Colorado Rockies vs Los Angeles Dodgers | main: soccer | sub: JLEAGUE
[정규화] Houston Astros vs Philadelphia Phillies | main: soccer | sub: JLEAGUE
[정규화] Kansas City Royals vs Tampa Bay Rays | main: soccer | sub: JLEAGUE
[정규화] New York Mets vs Atlanta Braves | main: soccer | sub: JLEAGUE
[정규화] UVV Utrecht vs HCAW | main: soccer | sub: JLEAGUE
[정규화] Guerreros de Oaxaca vs Tigres de Quintana Roo | main: soccer | sub: JLEAGUE
[정규화] Toros de Tijuana vs Algodoneros de Unión Laguna | main: soccer | sub: JLEAGUE
[정규화] Saraperos de Saltillo vs Rieleros de Aguascalientes | main: soccer | sub: JLEAGUE
[정규화] Pericos de Puebla vs Conspiradores de Querétaro | main: soccer | sub: JLEAGUE
[정규화] El Águila de Veracruz vs Leones de Yucatán | main: soccer | sub: JLEAGUE
[정규화] Las Vegas Aviators vs Albuquerque Isotopes | main: soccer | sub: JLEAGUE
[정규화] Acereros de Monclova vs Dorados de Chihuahua | main: soccer | sub: JLEAGUE
[정규화] Tecolotes de los Dos Laredos vs Charros de Jalisco | main: soccer | sub: JLEAGUE
[정규화] Samsung Lions vs Hanwha Eagles | main: soccer | sub: JLEAGUE
[정규화] NC Dinos vs Lotte Giants | main: soccer | sub: JLEAGUE
[정규화] KT Wiz vs LG Twins | main: soccer | sub: JLEAGUE
[정규화] Doosan Bears vs SSG Landers | main: soccer | sub: JLEAGUE
[정규화] Norfolk Tides vs Gwinnett Stripers | main: soccer | sub: JLEAGUE
[정규화] Round Rock Express vs Tacoma Rainiers | main: soccer | sub: JLEAGUE
[정규화] Fubon Guardians vs Rakuten Monkeys | main: soccer | sub: JLEAGUE
[정규화] Detroit Tigers vs Athletics | main: soccer | sub: JLEAGUE
[정규화] Iowa Cubs vs Columbus Clippers | main: soccer | sub: JLEAGUE
[정규화] Piratas de Campeche vs Diablos Rojos del México | main: soccer | sub: JLEAGUE
[정규화] El Paso Chihuahuas vs Sugar Land Space Cowboys | main: soccer | sub: JLEAGUE
[정규화] Buffalo Bisons vs Lehigh Valley IronPigs | main: soccer | sub: JLEAGUE
[정규화] Qingdao Hainiu vs Zhejiang Professional | main: soccer | sub: JLEAGUE
[정규화] St. Louis Cardinals vs Chicago Cubs | main: soccer | sub: JLEAGUE
[정규화] Oklahoma City Thunder vs Indiana Pacers | main: soccer | sub: JLEAGUE
[정규화] Samsung Lions vs Doosan Bears | main: baseball | sub: KBO
[정규화] Kia Tigers vs KT Wiz | main: baseball | sub: KBO
[정규화] Colorado Rapids vs LA Galaxy | main: soccer | sub: JLEAGUE
[정규화] Rochester Red Wings vs Syracuse Mets | main: soccer | sub: JLEAGUE
[정규화] Kiwoom Heroes vs SSG Landers | main: baseball | sub: KBO
[정규화] Kia Tigers vs KT Wiz | main: baseball | sub: KBO
[정규화] Samsung Lions vs Doosan Bears | main: baseball | sub: KBO
[정규화] Lotte Giants vs Hanwha Eagles | main: baseball | sub: KBO
[정규화] Samsung Lions vs Doosan Bears | main: baseball | sub: KBO
[정규화] Lotte Giants vs Hanwha Eagles | main: baseball | sub: KBO
[정규화] Kiwoom Heroes vs SSG Landers | main: baseball | sub: KBO
[정규화] Kia Tigers vs KT Wiz | main: baseball | sub: KBO
[정규화] Los Angeles Angels vs San Diego Padres | main: baseball | sub: MLB
[정규화] Durham Bulls vs Memphis Redbirds | main: soccer | sub: JLEAGUE
[정규화] Tampa Bay vs Detroit Tigers | main: baseball | sub: MLB
[정규화] Philadelphia Phillies vs New York Yankees | main: baseball | sub: MLB
[정규화] Franklin Bulls vs Manawatu Jets | main: soccer | sub: JLEAGUE
[정규화] Golden State Valkyries vs New York Liberty | main: soccer | sub: JLEAGUE
[정규화] Lotte Giants vs Samsung Lions | main: baseball | sub: KBO
[정규화] Pittsburgh Pirates vs Texas Rangers | main: baseball | sub: MLB
[정규화] Toronto Blue Jays vs Chicago White Sox | main: baseball | sub: MLB
[정규화] New York Yankees vs Baltimore | main: baseball | sub: MLB
[정규화] Indiana Fever vs Los Angeles Sparks | main: soccer | sub: JLEAGUE
[정규화] Bayern München Basketball vs Ulm | main: soccer | sub: JLEAGUE
[정규화] Leinster Lightning vs Northern Knights | main: soccer | sub: JLEAGUE
[정규화] Munster Reds vs North West Warriors | main: soccer | sub: JLEAGUE
[정규화] San Francisco Unicorns vs Seattle Orcas | main: soccer | sub: JLEAGUE
[정규화] LG Twins vs NC Dinos | main: baseball | sub: KBO
[정규화] LG Twins vs NC Dinos | main: baseball | sub: KBO
[정규화] Penrith Panthers vs Canterbury Bankstown Bulldogs | main: soccer | sub: JLEAGUE
[정규화] FC Dallas vs San Jose Earthquakes | main: soccer | sub: JLEAGUE
[정규화] Sporting Kansas City vs Charlotte FC | main: soccer | sub: JLEAGUE
[정규화] Minnesota United vs Houston Dynamo | main: soccer | sub: JLEAGUE
[정규화] Chicago C vs Seattle M | main: baseball | sub: MLB
[정규화] Hanwha Eagles vs Kiwoom Heroes | main: baseball | sub: KBO
[정규화] LG Twins vs Doosan Bears | main: baseball | sub: KBO
[정규화] SSG Landers vs Kia Tigers | main: baseball | sub: KBO
[정규화] KT Wiz vs NC Dinos | main: baseball | sub: KBO
[정규화] St. Louis City SC vs Orlando City | main: soccer | sub: JLEAGUE
[정규화] Inter Milan vs River Plate | main: soccer | sub: JLEAGUE
[정규화] Juventus vs Manchester City | main: soccer | sub: JLEAGUE
[정규화] Wydad Casablanca vs Al Ain | main: soccer | sub: JLEAGUE
[정규화] Union Omaha vs Richmond Kickers | main: soccer | sub: JLEAGUE
[정규화] Njarðvík vs Keflavík | main: soccer | sub: JLEAGUE
[정규화] Xorazm Urganch vs Andijon | main: soccer | sub: JLEAGUE
[정규화] Shire Endaselassie vs Ethiopian Medhin | main: soccer | sub: JLEAGUE
[정규화] Philadelphia Union II vs New England Revolution II | main: soccer | sub: JLEAGUE
[정규화] Norrby vs Torslanda | main: soccer | sub: JLEAGUE
[정규화] Kiwoom Heroes vs SSG Landers | main: baseball | sub: KBO
[정규화] Kia Tigers vs KT Wiz | main: baseball | sub: KBO
[정규화] Samsung Lions vs Doosan Bears | main: baseball | sub: KBO
[정규화] Lotte Giants vs Hanwha Eagles | main: baseball | sub: KBO
[정규화] Samsung Lions vs Doosan Bears | main: baseball | sub: KBO
[정규화] Lotte Giants vs Hanwha Eagles | main: baseball | sub: KBO
[정규화] Kiwoom Heroes vs SSG Landers | main: baseball | sub: KBO
[정규화] Kia Tigers vs KT Wiz | main: baseball | sub: KBO
[정규화] Los Angeles Angels vs San Diego Padres | main: baseball | sub: MLB
[정규화] Casa Sport vs Guédiawaye FC | main: soccer | sub: JLEAGUE
[정규화] Tampa Bay vs Detroit Tigers | main: baseball | sub: MLB
[정규화] Philadelphia Phillies vs New York Yankees | main: baseball | sub: MLB
[정규화] Lotte Giants vs Samsung Lions | main: baseball | sub: KBO
[정규화] Pittsburgh Pirates vs Texas Rangers | main: baseball | sub: MLB
[정규화] Chicago C vs Seattle M | main: baseball | sub: MLB
[정규화] Hanwha Eagles vs Kiwoom Heroes | main: baseball | sub: KBO
[정규화] BFC Daugavpils vs Grobiņas SC-LFS | main: soccer | sub: JLEAGUE
[정규화] Cong An Nhan Dan FC vs Viettel | main: soccer | sub: JLEAGUE
[정규화] Hill Country Lobos vs Corpus Christi FC | main: soccer | sub: JLEAGUE
[정규화] Tigre vs Banfield | main: soccer | sub: JLEAGUE
[정규화] Husqvarna FF vs Lunds BK | main: soccer | sub: JLEAGUE
[정규화] LG Twins vs NC Dinos | main: baseball | sub: KBO
[정규화] LG Twins vs NC Dinos | main: baseball | sub: KBO
[정규화] Charlottesville Blues vs Lionsbridge FC | main: soccer | sub: JLEAGUE
[정규화] Apotheos FC vs Dothan United | main: soccer | sub: JLEAGUE
[정규화] LG Twins vs Doosan Bears | main: baseball | sub: KBO
[정규화] SSG Landers vs Kia Tigers | main: baseball | sub: KBO
[정규화] KT Wiz vs NC Dinos | main: baseball | sub: KBO
[정규화] AC Houston Sur vs Twin City Toucans | main: soccer | sub: JLEAGUE
[정규화] AHFC Royals vs GFI Academy | main: soccer | sub: JLEAGUE
[정규화] Louisiana Krewe vs Denton Diablos | main: soccer | sub: JLEAGUE
[정규화] Sunflower State vs Santafé Wanderers | main: soccer | sub: JLEAGUE
[정규화] Yunnan Yukun vs Henan FC | main: soccer | sub: JLEAGUE
[정규화] McKinney Chupacabras vs Little Rock Rangers | main: soccer | sub: JLEAGUE
[정규화] Bigfoot FC vs FC Olympia | main: soccer | sub: JLEAGUE
[정규화] San Francisco City FC vs Marin FC Legends | main: soccer | sub: JLEAGUE
[정규화] AMSG FC vs Coachella SC | main: soccer | sub: JLEAGUE
[정규화] CISA vs Colorado Storm | main: soccer | sub: JLEAGUE
[정규화] Switzerland Women vs Czechia Women | main: soccer | sub: JLEAGUE
[정규화] Jazz vs PKKU | main: soccer | sub: JLEAGUE
[정규화] Shanghai Port vs Dalian Yingbo | main: soccer | sub: JLEAGUE
[정규화] Atlético Grau vs Universitario | main: soccer | sub: JLEAGUE
[정규화] Australia Women vs Slovenia Women | main: soccer | sub: JLEAGUE
[정규화] Poland Women vs Ukraine Women | main: soccer | sub: JLEAGUE
[정규화] DCMP Imana vs Vita Club | main: soccer | sub: JLEAGUE
[정규화] TP Mazembe vs JS Kinshasa | main: soccer | sub: JLEAGUE
[정규화] Maniema Union vs Saint-Éloi Lupopo | main: soccer | sub: JLEAGUE
[정규화] Belgium Women vs Greece Women | main: soccer | sub: JLEAGUE
[정규화] Rostocker FC vs Hansa Rostock | main: soccer | sub: JLEAGUE
[정규화] Paks vs Szeged-Csanád | main: soccer | sub: JLEAGUE
[정규화] Noah vs DAC 1904 Dunajská Streda | main: soccer | sub: JLEAGUE
[정규화] Sparta Prague vs Slovan Bratislava | main: soccer | sub: JLEAGUE
[정규화] Imbabura vs Cumbayá | main: soccer | sub: JLEAGUE
[정규화] Bourj vs Chabab Ghazieh | main: soccer | sub: JLEAGUE
[정규화] Sagesse SC vs Tadamon Sour | main: soccer | sub: JLEAGUE
[정규화] Safa vs Nejmeh SC | main: soccer | sub: JLEAGUE
[정규화] FS Jelgava vs RFS | main: soccer | sub: JLEAGUE
[정규화] Spain U19 vs Netherlands U19 | main: soccer | sub: JLEAGUE
[정규화] Paraguay U17 vs Turkey U17 | main: soccer | sub: JLEAGUE
[정규화] Venezuela U17 vs Chile U17 | main: soccer | sub: JLEAGUE
[정규화] Gorée vs AJEL Rufisque | main: soccer | sub: JLEAGUE
[정규화] Teungueth vs Ouakam | main: soccer | sub: JLEAGUE
[정규화] Pikine vs ASC HLM | main: soccer | sub: JLEAGUE
[정규화] ASC Linguère vs Oslo FA | main: soccer | sub: JLEAGUE
[정규화] Dakar Sacré Coeur vs Wally Daan | main: soccer | sub: JLEAGUE
[정규화] Jaraaf vs Sonacos | main: soccer | sub: JLEAGUE
[정규화] China Volleyball vs USA Volleyball | main: soccer | sub: JLEAGUE
[정규화] France Volleyball vs Japan Volleyball | main: soccer | sub: JLEAGUE
[정규화] Brazil Volleyball vs China Volleyball | main: soccer | sub: JLEAGUE
[정규화] Turkey Volleyball vs Ukraine Volleyball | main: soccer | sub: JLEAGUE
[정규화] Houston Astros vs Philadelphia Phillies | main: soccer | sub: JLEAGUE
[정규화] San Diego Padres vs Washington Nationals | main: soccer | sub: JLEAGUE
[정규화] Los Angeles Angels vs Boston Red Sox | main: soccer | sub: JLEAGUE
[정규화] San Francisco Giants vs Miami Marlins | main: soccer | sub: JLEAGUE
[정규화] Milwaukee Brewers vs Pittsburgh Pirates | main: soccer | sub: JLEAGUE
[정규화] San Diego Padres vs Washington Nationals | main: soccer | sub: JLEAGUE
[정규화] New York Mets vs Atlanta Braves | main: soccer | sub: JLEAGUE
[정규화] Cincinnati Reds vs New York Yankees | main: soccer | sub: JLEAGUE
[정규화] Baltimore Orioles vs Texas Rangers | main: soccer | sub: JLEAGUE
[정규화] Los Angeles Angels vs Boston Red Sox | main: soccer | sub: JLEAGUE
[정규화] Greater Western Sydney Giants vs Gold Coast Football Club | main: soccer | sub: JLEAGUE
[정규화] KK FMP vs KK Partizan | main: soccer | sub: KLEAGUE1
[정규화] Miami Marlins vs Philadelphia Phillies | main: baseball | sub: MLB
[정규화] Samsung Lions vs Hanwha Eagles | main: soccer | sub: JLEAGUE
[정규화] Acereros de Monclova vs Dorados de Chihuahua | main: soccer | sub: JLEAGUE
[정규화] Tecolotes de los Dos Laredos vs Charros de Jalisco | main: soccer | sub: JLEAGUE
[정규화] Doosan Bears vs SSG Landers | main: soccer | sub: JLEAGUE
[정규화] Durham Bulls vs Memphis Redbirds | main: soccer | sub: JLEAGUE
[정규화] Sultanes de Monterrey vs Caliente de Durango | main: soccer | sub: JLEAGUE
[정규화] Kiwoom Heroes vs Kia Tigers | main: soccer | sub: JLEAGUE
[정규화] El Paso Chihuahuas vs Sugar Land Space Cowboys | main: soccer | sub: JLEAGUE
[정규화] Fubon Guardians vs Rakuten Monkeys | main: soccer | sub: JLEAGUE
[정규화] KT Wiz vs LG Twins | main: soccer | sub: JLEAGUE
[정규화] Norfolk Tides vs Gwinnett Stripers | main: soccer | sub: JLEAGUE
[정규화] Detroit Tigers vs Athletics | main: soccer | sub: JLEAGUE
[정규화] Reno Aces vs Salt Lake Bees | main: soccer | sub: JLEAGUE
[정규화] Round Rock Express vs Tacoma Rainiers | main: soccer | sub: JLEAGUE
[정규화] Sacramento River Cats vs Oklahoma City Comets | main: soccer | sub: JLEAGUE
[정규화] Reno Aces vs Salt Lake Bees | main: soccer | sub: JLEAGUE
[정규화] St. Paul Saints vs Louisville Bats | main: soccer | sub: JLEAGUE
[정규화] Peninsula Power vs Moreton City Excelsior | main: soccer | sub: KLEAGUE1
[정규화] France U21 vs Poland U21 | main: soccer | sub: KLEAGUE1
[정규화] Romania U21 vs Slovakia U21 | main: soccer | sub: KLEAGUE1
[정규화] Spain U21 vs Italy U21 | main: soccer | sub: KLEAGUE1
[정규화] Flamengo vs Espérance de Tunis | main: soccer | sub: KLEAGUE1
[정규화] Atlético Nacional vs Millonarios | main: soccer | sub: KLEAGUE1
[정규화] Fluminense vs Borussia Dortmund | main: soccer | sub: KLEAGUE1
[정규화] San Francisco Giants vs Cleveland Guardians | main: baseball | sub: MLB
[정규화] Duhok vs Al-Minaa | main: soccer | sub: KLEAGUE1
[정규화] River Plate vs Urawa Red Diamonds | main: soccer | sub: KLEAGUE1
[정규화] Ulsan HD vs Mamelodi Sundowns | main: soccer | sub: KLEAGUE1
[정규화] Orense vs Macará | main: soccer | sub: KLEAGUE1
[정규화] Colo-Colo vs Cobresal | main: soccer | sub: KLEAGUE1
[정규화] Deportes Iquique vs Everton de Viña del Mar | main: soccer | sub: KLEAGUE1
[정규화] FC Seoul vs Gangwon FC | main: soccer | sub: KLEAGUE1
[정규화] Larne vs The New Saints | main: soccer | sub: KLEAGUE1
[정규화] East Atlanta Dutch Lions vs Athens United | main: soccer | sub: KLEAGUE1
[정규화] Hay Al Wadi vs Al-Hilal Omdurman | main: soccer | sub: KLEAGUE1
[정규화] Al-Zamala Umrawaba vs Alamal SC Atbara | main: soccer | sub: KLEAGUE1
[정규화] Toledo Mud Hens vs Charlotte Knights | main: soccer | sub: JLEAGUE
[정규화] Buffalo Bisons vs Lehigh Valley IronPigs | main: soccer | sub: JLEAGUE
[정규화] Iowa Cubs vs Columbus Clippers | main: soccer | sub: JLEAGUE
[정규화] Toronto Blue Jays vs Chicago White Sox | main: soccer | sub: JLEAGUE
[정규화] Tampa Bay Rays vs Baltimore Orioles | main: baseball | sub: MLB
[정규화] New York Yankees vs Los Angeles Angels | main: baseball | sub: MLB
[정규화] Detroit Tigers vs Pittsburgh Pirates | main: baseball | sub: MLB
[정규화] Atlanta Braves vs New York Mets | main: baseball | sub: MLB
[정규화] Toronto Blue Jays vs Arizona Diamondbacks | main: baseball | sub: MLB
